2016,3,HEHGC,Hospital Dr. Gustavo Nelson Collado Ríos,Angiografía,HEHGC.AC4,Arco en C GE,0,0,61,0,1
2016,4,CLHRE,Hospital Regional Dr. Rafael Estevez,Angiografía,CLHRE.AC2,Arco en C Ziehm,0,0,2,0,1
2015,9,CLHRE,Hospital Regional Dr. Rafael Estevez,Ultrasonido,CLHRE.US2,Ultrasonido Medison,0,0,456,429,53.90909091
2015,4,PAHDI,Hospital 24 de Diciembre,Ultrasonido,PAHDI.US2,Ultrasonido GE Logic P5,0,0,10,10,8.545454545
2015,2,PAHDI,Hospital 24 de Diciembre,Tomografía Computada,PAHDI.CT1,Tomografo GE Lightspeed,0,0,459,374,8.686597938
2017,7,PAHDI,Hospital 24 de Diciembre,Radiología Convencional,PAHDI.RP1,Rayos X Portatil Shimadzu,1,0,194,2,1
2016,5,PAPJJ,Policlínica Don Joaquin José Vallarino,Ultrasonido,PAPJJ.US1,Ultrasonido GE,0,0,765,759,8.957253886
2014,9,PAHOT,Hospital de Especialidades Pediatricas,Angiografía,PAHOT.AC1,ARCO EN C 1,0,0,32,0,1
2016,3,PAHOT,Hospital de Especialidades Pediatricas,Angiografía,PAHOT.AC1,ARCO EN C 1,0,0,43,20,1.090909091
2016,4,PAHOT,Hospital de Especialidades Pediatricas,Angiografía,PAHOT.AC1,ARCO EN C 1,0,0,39,23,1.743589744
2016,12,PAHOT,Hospital de Especialidades Pediatricas,Angiografía,PAHOT.AC1,ARCO EN C 1,0,0,5,1,1
2015,4,PAHOT,Hospital de Especialidades Pediatricas,Ultrasonido,PAHOT.US1,Ultrasonido Medison,0,0,10,10,0.846153846
2014,10,PAHOT,Hospital de Especialidades Pediatricas,Tomografía Computada,PAHOT.CT1,TOMOGRAFO 1,0,0,215,213,4.058035714
2016,8,PAPMM,Policlínica Manuel Maria Valdes,Ultrasonido,PAPMM.US2,Ultrasonido Phillips,0,2,418,417,1.823809524
2016,7,PAPMM,Policlínica Manuel Maria Valdes,Radiología Convencional,PAPMM.RX1,Rayos X Shimadzu,2,2,3072,1986,6.720952687
2017,4,PAPMM,Policlínica Manuel Maria Valdes,Radiología Convencional,PAPMM.RX1,Rayos X Shimadzu,3,2,2123,1322,7.369036483
2014,8,PAPMM,Policlínica Manuel Maria Valdes,Radiología Convencional,PAPMM.RX1,Rayos X Shimadzu,0,0,1,1,17
2017,3,CHHRH,Hospital Regional Dr. Rafael Hernandez,Radiología Convencional,CHHRH.RP3,Rayos X Portatil Shimadzu 2,0,0,556,1,0.99822695
2016,7,PAPAG,Policlínica Dr. Alejandro de la Guardia,Mamografía,PAPAG.MG1,Mamografo Metaltronica,1,0,486,486,1.353783231
2015,11,PAPAG,Policlínica Dr. Alejandro de la Guardia,Mamografía,PAPAG.MG1,Mamografo Metaltronica,0,0,6,6,3.166666667
2015,4,PAPAG,Policlínica Dr. Alejandro de la Guardia,Radiología Convencional,PAPAG.DR1,Rayos X Shimadzu,0,0,1408,1407,1.318055556
2015,6,PAPAG,Policlínica Dr. Alejandro de la Guardia,Radiología Convencional,PAPAG.DR1,Rayos X Shimadzu,0,1,1963,1961,1.181589537
2016,5,PAPJJ,Policlínica Don Joaquin José Vallarino,Fluoroscopia,PAPJJ.RF1,Fluoroscopio Shimadzu,0,0,1,1,1
2016,1,PAPJJ,Policlínica Don Joaquin José Vallarino,Fluoroscopia,PAPJJ.RF1,Fluoroscopio Shimadzu,0,0,1,1,1
2017,3,PAPJJ,Policlínica Don Joaquin José Vallarino,Fluoroscopia,PAPJJ.RF1,Fluoroscopio Shimadzu,0,0,66,66,31.98484848
2015,8,PAPMM,Policlínica Manuel Maria Valdes,Ultrasonido,PAPMM.US1,Ultrasonido Medison,0,3,482,482,1.293032787
2016,10,PAPMF,Policlínica Manuel Ferrer Valdes,Radiología Convencional,PAPMF.RX1,Rayos X Shimadzu,0,5,1631,807,1.638583639
2017,6,PAPCV,Policlínica Dr. Carlos N. Brin,Ultrasonido,PAPCV.US2,Ultrasonido Philips,0,0,319,316,2.294670846
2016,5,CHHRH,Hospital Regional Dr. Rafael Hernandez,Radiología Convencional,CHHRH.RX1,Rayos X Toshiba,0,0,3,0,1
2015,11,CHHRH,Hospital Regional Dr. Rafael Hernandez,Fluoroscopia,CHHRH.AC2,Arco en C Ziehm o GE,0,0,23,0,1
2017,2,CHHRH,Hospital Regional Dr. Rafael Hernandez,Ultrasonido,CHHRH.US1,Ultrasonido Phillips y Toshiba,0,0,628,574,1.444267516
2015,12,CHHRH,Hospital Regional Dr. Rafael Hernandez,Ultrasonido,CHHRH.US1,Ultrasonido Phillips y Toshiba,0,0,479,422,1.708333333
2015,5,CHHRH,Hospital Regional Dr. Rafael Hernandez,Ultrasonido,CHHRH.US1,Ultrasonido Phillips y Toshiba,1,0,411,347,1.040572792
2014,11,CHHRH,Hospital Regional Dr. Rafael Hernandez,Ultrasonido,CHHRH.US1,Ultrasonido Phillips y Toshiba,0,0,1,1,1
2017,9,CLPSJ,Policlínica San Juan de Dios (Nata),Radiología Convencional,CLPSJ.DR1,Rayos X Shimadzu,0,0,412,382,1.689320388
2016,12,COPHE,Policlínica Hugo Espadafora,Radiología Convencional,COPHE.MG1,Mamografo Siemens,0,0,215,215,9.453703704
2014,11,PAPBG,Policlínica Dr. Blas Daniel Gómez Chetro,Radiología Convencional,PAPBG.MG1,Mamografo Metaltronica,0,0,268,264,21.10780669
2016,5,PAPBG,Policlínica Dr. Blas Daniel Gómez Chetro,Radiología Convencional,PAPBG.MG1,Mamografo Metaltronica,0,2,240,240,23.29098361
2016,9,CHPEP,Policlínica Básica Dr. Ernesto Perez Balladares,Ultrasonido,CHPEP.US1,Ultrasonido Medison,0,0,117,117,3.512820513
2015,7,LSPMC,Policlínica Dr. Miguel Cárdenas Barahona,Ultrasonido,LSPMC.US1,Ultrasonido Toshiba,0,0,231,231,2.03030303
2015,2,LSPMC,Policlínica Dr. Miguel Cárdenas Barahona,Ultrasonido,LSPMC.US1,Ultrasonido Toshiba,0,0,17,10,3.058823529
2016,4,COHMA,Complejo Hospitalario Dr. Manuel Amador Guerrero,Angiografía,COHMA.AC1,Arco en C Shimadzu,0,0,42,0,1
2016,12,PAPSB,Policlínica Dr. Santiago Barraza,Radiología Convencional,PAPSB.DR2,Rayos X Shimadzu,0,0,1074,466,3.454967502
2017,4,PAPSB,Policlínica Dr. Santiago Barraza,Mamografía,PAPSB.MG1,Mamografo Metaltrónica Helianthus BYM,0,0,62,62,7
2016,3,PAPSB,Policlínica Dr. Santiago Barraza,Radiología Convencional,PAPSB.MG1,Mamografo Metaltrónica Helianthus BYM,0,0,229,229,4.397435897
2015,11,PAPSB,Policlínica Dr. Santiago Barraza,Mamografía,PAPSB.MG1,Mamografo Metaltrónica Helianthus BYM,0,0,154,154,3.636363636
2014,9,PAPSB,Policlínica Dr. Santiago Barraza,Ultrasonido,PAPSB.US1,Ultrasonido GE,0,0,102,52,18.1
2016,4,CHPGR,Policlínica Especializada Dr. Gustavo Adolfo Ross,Mamografía,CHPGR.MG1,Mamografo Metaltronica,3,0,780,780,1.459798995
2016,3,CHPGR,Policlínica Especializada Dr. Gustavo Adolfo Ross,Mamografía,CHPGR.MG1,Mamografo Metaltronica,2,0,715,715,1.61634349
2014,7,PAPBG,Policlínica Dr. Blas Daniel Gómez Chetro,Radiología Convencional,PAPBG.DR1,Rayos X Shimadzu Fluorospeed,0,0,2,2,4
2016,2,PAUMH,ULAPS Máximo Herrera,Radiología Convencional,PAUMH.DR1,Rayos X Shimadzu,0,0,465,465,6.431330472
2015,5,VEHEA,Hospital Dr. Ezequiel Abadia,Radiología Convencional,VEHEA.RX1,Rayos X Shimadzu,0,0,1320,6,1.586726998
2016,10,PAHCH,Hospital Regional de Chepo,Ultrasonido,PAHCH.US1,Ultrasonido Medison,0,0,445,441,3.125
2015,4,PAHAA,Complejo Hospitalario Dr. Arnulfo Arias Madrid,Radiología Convencional,PAHAA.DR5,(Ortopedia) Rayos X Shimadzu,0,0,492,21,1.311377246
2016,6,PAHAA,Complejo Hospitalario Dr. Arnulfo Arias Madrid,Angiografía,PAHAA.AC1,(RX) Arco en C Ziehm,0,0,304,0,1
2017,5,PAHAA,Complejo Hospitalario Dr. Arnulfo Arias Madrid,Angiografía,PAHAA.AC1,(RX) Arco en C Ziehm,0,0,210,1,1
2016,9,PAHAA,Complejo Hospitalario Dr. Arnulfo Arias Madrid,Radiología Convencional,PAHAA.DR4,(SALA #7) Rayos X Siemens,0,0,324,166,6.552870091
2017,2,PAHAA,Complejo Hospitalario Dr. Arnulfo Arias Madrid,Radiología Convencional,PAHAA.DR4,(SALA #7) Rayos X Siemens,0,0,235,85,3.20083682
2015,2,PAHAA,Complejo Hospitalario Dr. Arnulfo Arias Madrid,Ultrasonido,PAHAA.US2,(URGENCIA) Ultrasonido HD11 Philips,0,0,1,1,5
2015,1,BOHRD,Hospital Regional Dr. Raúl Dávila Mena,Angiografía,BOHRD.AC1,Arco en C Ziehm,0,0,6,1,52.16666667
2017,6,BOHRD,Hospital Regional Dr. Raúl Dávila Mena,Angiografía,BOHRD.AC1,Arco en C Ziehm,0,0,17,0,1
2016,1,PAHCH,Hospital Regional de Chepo,Radiología Convencional,PAHCH.DR1,Rayos X Shimadzu,0,0,1898,926,1.459926663
2015,5,PAHAA,Complejo Hospitalario Dr. Arnulfo Arias Madrid,Radiología Convencional,PAHAA.RP1,Rayos X Portatil Shimadzu,1,0,2590,9,1.061133753
2015,12,PAHAA,Complejo Hospitalario Dr. Arnulfo Arias Madrid,Radiología Convencional,PAHAA.RP1,Rayos X Portatil Shimadzu,0,1,2782,93,1.071335927
2016,9,PAHAA,Complejo Hospitalario Dr. Arnulfo Arias Madrid,Radiología Convencional,PAHAA.RP1,Rayos X Portatil Shimadzu,0,0,2795,146,2.058646113
2017,2,PAHAA,Complejo Hospitalario Dr. Arnulfo Arias Madrid,Tomografía Computada,PAHAA.CT2,Tomografo Philips,0,0,893,753,5.766850829
2016,9,PAHAA,Complejo Hospitalario Dr. Arnulfo Arias Madrid,Ultrasonido,PAHAA.US3,(EQUIPO #3) Ultrasonido GE Logic S56,0,0,139,139,3.043165468
2017,6,PAHAA,Complejo Hospitalario Dr. Arnulfo Arias Madrid,Mamografía,PAHAA.MG1,Mamografo Siemens,0,0,4,4,4.75
2016,3,CHPPE,Policlínica Dr. Pablo Espinosa,Mamografía,CHPPE.MG1,Mamografo Digital Philips,0,0,206,206,7.177033493
2014,12,CHPPE,Policlínica Dr. Pablo Espinosa,Ultrasonido,CHPPE.US1,Ultrasonido GE,0,0,1,0,1
2016,8,HEPRR,Policlínica Dr. Roberto Ramírez de Diego,Radiología Convencional,HEPRR.MG1,Mamografo Siemens,0,0,267,267,1.041198502
2017,8,HEPRR,Policlínica Dr. Roberto Ramírez de Diego,Ultrasonido,HEPRR.US1,Ultrasonido Philips,0,3,293,293,0.966216216
2015,1,VEHEA,Hospital Dr. Ezequiel Abadia,Radiología Convencional,VEHEA.MG1,Mamografo Philips,0,0,1,0,1
2016,9,VEHEA,Hospital Dr. Ezequiel Abadia,Radiología Convencional,VEHEA.MG1,Mamografo Philips,0,0,0,0,1
2015,4,PAHSJ,Hospital Dra. Susana Jones Cano,Radiología Convencional,PAHSJ.RXP3,Rayos X Portatil GE,0,0,1,0,1
2017,5,PAPJV,Policlínica Dr. Juan Vega Mendez,Radiología Convencional,PAPJV.MG1,Mamografo Metaltronica,0,0,82,82,46.25609756
2016,6,PAUEC,ULAPS Dr. Edilberto Culiolis,Radiología Convencional,PAUEC.DR1,Rayos X Toshiba,0,0,580,580,1.755972696
2015,6,CLPMR,Policlínica Dr. Manuel de Jesús Rojas,Radiología Convencional,CLPMR.RX1,Rayos X Convencional Gendex,0,0,687,448,1.560693642
2016,2,BOHAL,Hospital de Almirante,Radiología Convencional,BOHAL.MG1,Mamografo Bennet,0,0,25,25,4.08
2014,11,BOHAL,Hospital de Almirante,Radiología Convencional,BOHAL.MG1,Mamografo Bennet,0,0,1,1,12
2017,3,CLPMP,Policlínica Dr. Manuel Paulino Ocaña,Radiología Convencional,CLPMP.MG1,Mamografo Siemens,1,0,232,232,4.412017167
2016,1,CLPMP,Policlínica Dr. Manuel Paulino Ocaña,Radiología Convencional,CLPMP.MG1,Mamografo Siemens,0,0,182,182,28.85164835
2015,8,CLPMP,Policlínica Dr. Manuel Paulino Ocaña,Radiología Convencional,CLPMP.MG1,Mamografo Siemens,1,0,164,164,3.674698795
2015,6,COHMA,Complejo Hospitalario Dr. Manuel Amador Guerrero,Radiología Convencional,COHMA.RX1,Rayos X Convencional Toshiba,0,0,141,1,1
2015,2,VEPHD,Policlínica Dr. Horacio Díaz Gómez,Radiología Convencional,VEPHD.RP2,Rayos X Portatil Convencional Toshiba 2,0,0,4,0,1
2017,2,VEPHD,Policlínica Dr. Horacio Díaz Gómez,Radiología Convencional,VEPHD.RX1,Rayos X Convencional Toshiba 1,0,0,70,4,1.057142857
2016,3,VEPHD,Policlínica Dr. Horacio Díaz Gómez,Radiología Convencional,VEPHD.DR1,Rayos X Shimadzu,0,0,1170,851,4.532821824
2016,9,CLPMR,Policlínica Dr. Manuel de Jesús Rojas,Radiología Convencional,CLPMR.RX2,Rayos X Convencional Acoma,0,3,726,726,3.463013699
2016,5,PAHAA,Complejo Hospitalario Dr. Arnulfo Arias Madrid,Ultrasonido,PAHAA.US8,(Intervencion) Ultrasonido GE,0,0,16,14,1.0625
2016,2,LSPMC,Policlínica Dr. Miguel Cárdenas Barahona,Radiología Convencional,LSPMC.MG1,Mamografo Siemens,0,0,44,44,2.181818182
2016,10,CLHRE,Hospital Regional Dr. Rafael Estevez,Radiología Convencional,CLHRE.DR1,Rayos X con DR Shimadzu (Radiología),0,0,591,7,1.158249158
2017,2,CLHRE,Hospital Regional Dr. Rafael Estevez,Radiología Convencional,CLHRE.DR1,Rayos X con DR Shimadzu (Radiología),0,0,652,74,1.870030581
2017,10,PAPJJ,Policlínica Don Joaquin José Vallarino,Ultrasonido,PAPJJ.US2,Ultrasonido Philips,0,0,1,0,1
2015,11,PAPJJ,Policlínica Don Joaquin José Vallarino,Ultrasonido,PAPJJ.US2,Ultrasonido Philips,0,0,344,344,14.28045326
2017,8,CLHRE,Hospital Regional Dr. Rafael Estevez,Tomografía Computada,CLHRE.CT3,Tomógrafo Philips,0,0,453,411,3.156732892
2017,2,CLHRE,Hospital Regional Dr. Rafael Estevez,Ultrasonido,CLHRE.US3,Ultrasonido Philips,0,0,252,250,6.296442688
2015,4,PAUCV,ULAPS Prof. Carlos A. Velarde,Radiología Convencional,PAUCV.DR1,Rayos X Shimadzu,0,0,192,192,4.331632653
2016,3,PAHDI,Hospital 24 de Diciembre,Radiología Convencional,PAHDI.RP2,Rayos X Portátil GE (Analógico),0,0,6,0,1
2017,2,BOHCG,Hospital de Chiriquí Grande,Radiología Convencional,BOHCG.DR1,Rayos X Shimadzu,0,1,275,99,2.126811594
2017,5,PAUEC,ULAPS Dr. Edilberto Culiolis,Mamografía,PAUEC.MG1,Mamógrafo Digital Philips,0,0,213,213,4.182242991
2017,5,VEPHD,Policlínica Dr. Horacio Díaz Gómez,Ultrasonido,VEPHD.US1,Ultrasonido Philips,0,1,350,348,3.034188034
2016,10,VEPHD,Policlínica Dr. Horacio Díaz Gómez,Tomografía Computada,VEPHD.CT1,Tomógrafo Philips,0,0,267,261,7.394052045
2015,5,PAHAA,Complejo Hospitalario Dr. Arnulfo Arias Madrid,Resonancia Magnetica,PAHAA.MR2,Resonador Magnetico Philips 2,0,0,235,225,6.98
2016,6,PAPPR,Policlínica Presidente Remón,Radiología Convencional,PAPPR.DR3,Rayos X Shimadzu sala 5,0,0,1401,1400,25.65362731
2016,2,CHHDA,Hospital Dr. Dionisio Arrocha,Radiología Convencional,CHHDA.DR1,Rayos X Shimadzu con DR,0,1,1283,145,9.424902724
2015,5,PAPMM,Policlínica Manuel Maria Valdes,Radiología Convencional,PAPMM.DX2,NewModality_1,0,0,0,0,1
2015,9,COHMA,Complejo Hospitalario Dr. Manuel Amador Guerrero,Radiología Convencional,COHMA.DR2,Rayos X Shimadzu con FP,0,0,23,17,1
2016,7,COHMA,Complejo Hospitalario Dr. Manuel Amador Guerrero,Radiología Convencional,COHMA.DR2,Rayos X Shimadzu con FP,0,0,2893,538,1.173030616
2015,10,PAHCH,Hospital Regional de Chepo,Radiología Convencional,PAHCH.DR3,Rayos X Shimadzu con FP,1,0,256,153,1.884169884
2016,2,PAHCH,Hospital Regional de Chepo,Radiología Convencional,PAHCH.RF1,Fluororadiógrafo Shimadsu (RF),0,0,1,1,4
2015,9,PAPMF,Policlínica Manuel Ferrer Valdes,Fluoroscopia,PAPMF.DR2,Rayos X Shimadzu con FP,0,0,1,1,2
2016,2,PAUCV,ULAPS Prof. Carlos A. Velarde,Ultrasonido,PAUCV.US1,Ultra Sonido Phillips,0,0,70,70,1.88
2016,10,PAPSB,Policlínica Dr. Santiago Barraza,Ultrasonido,PAPSB.US3,Ultrasonido Phillips,0,0,43,43,9.976744186
2017,4,PAUCA,ULAPS de Capira,Radiología Convencional,PAUCA.DR1,DR Shimatzu,0,0,249,242,1.120481928
2016,10,CHPPE,Policlínica Dr. Pablo Espinosa,Fluoroscopia,CHPPE.RF1,Radiofluroscopio Shimadzu,0,0,41,41,3.12195122
2016,10,LSPMC,Policlínica Dr. Miguel Cárdenas Barahona,Radiología Convencional,LSPMC.DR2,Rayos X Shimadzu,0,0,538,538,2.309833024
2016,9,BOHRD,Hospital Regional Dr. Raúl Dávila Mena,Radiología Convencional,BOHRD.RP1,Rayos X Portatil Shimadzu,0,0,152,0,1
2017,1,PAPSB,Policlínica Dr. Santiago Barraza,Tomografía Computada,PAPSB.CT1,Tomógrafo Philips,0,0,1,1,1
2017,2,ODO,Odontología,Otros Estudios,PAPMM.PA1,Periapical Carestream,0,0,78,0,1
2017,3,CHHRH,Hospital Regional Dr. Rafael Hernandez,Radiología Convencional,CHHRH.RP4,Rayos X Pórtatil Shimadzu Mobiledart Evolution,0,0,2,0,1
2017,7,VEHEA,Hospital Dr. Ezequiel Abadia,Radiología Convencional,VEHEA.RP1,Rayos X Pórtatil Shimadzu Mobileart Evolution,0,1,60,0,1
2017,2,PAPCV,Policlínica Dr. Carlos N. Brin,Radiología Convencional,PAPCV.MG2,Mamógrafo Siemen 3000 Nova,0,0,1,1,10
2017,6,CHPGR,Policlínica Especializada Dr. Gustavo Adolfo Ross,Fluoroscopia,CHPGR.RF2,Fluororadiografico Shimadzu,0,0,13,13,1.230769231
2016,1,HEHGC,Hospital Dr. Gustavo Nelson Collado Ríos,Radiología Convencional,HEHGC.DR1,Rayos X GE (EQUIPO 2),0,0,1755,322,1.310344828
2015,9,HEHGC,Hospital Dr. Gustavo Nelson Collado Ríos,Radiología Convencional,HEHGC.DR1,Rayos X GE (EQUIPO 2),0,1,2040,386,1.50411224
2016,8,HEHGC,Hospital Dr. Gustavo Nelson Collado Ríos,Radiología Convencional,HEHGC.DR1,Rayos X GE (EQUIPO 2),0,0,2212,344,1.312082033
2017,1,HEHGC,Hospital Dr. Gustavo Nelson Collado Ríos,Radiología Convencional,HEHGC.DR2,Rayos X Shimadzu (EQUIPO 3),0,0,1506,181,1.235761589
2016,4,HEHGC,Hospital Dr. Gustavo Nelson Collado Ríos,Angiografía,HEHGC.AC1,Arco en C Shimadzu 1,0,0,6,0,1
2014,6,PAHDI,Hospital 24 de Diciembre,Radiología Convencional,PAHDI.MG1,Mamografo GE,0,0,3,3,19.83333333
2017,1,HEHGC,Hospital Dr. Gustavo Nelson Collado Ríos,Angiografía,HEHGC.AC3,Arco en C Ziehm,0,0,20,0,1
2017,3,CLHRE,Hospital Regional Dr. Rafael Estevez,Radiología Convencional,CLHRE.RXP2,Rayos X Portatil Shimadzu,0,0,624,0,1
2016,5,HEHGC,Hospital Dr. Gustavo Nelson Collado Ríos,Radiología Convencional,HEHGC.DR3,Rayos X Shimadzu (EQUIPO 1) Fluorospeed,0,0,818,185,1.383254717
2016,3,HEHGC,Hospital Dr. Gustavo Nelson Collado Ríos,Fluoroscopia,HEHGC.DR3,Rayos X Shimadzu (EQUIPO 1) Fluorospeed,0,0,1,1,1
2015,9,PAHDI,Hospital 24 de Diciembre,Radiología Convencional,PAHDI.DR1,Rayos X Shimadzu,0,1,3740,990,2.002116962
2014,12,HEHGC,Hospital Dr. Gustavo Nelson Collado Ríos,Tomografía Computada,HEHGC.CT1,Tomografo GE,0,1,931,678,3.335797254
2015,10,PAHSJ,Hospital Dra. Susana Jones Cano,Resonancia Magnetica,PAHSJ.RM1,Resonancia Magnetica Siemens,8,1,771,771,3.796758105
2015,3,CLHRE,Hospital Regional Dr. Rafael Estevez,Angiografía,CLHRE.AC2,Arco en C Ziehm,0,0,11,0,1
2017,4,CLHRE,Hospital Regional Dr. Rafael Estevez,Resonancia Magnetica,CLHRE.RM1,Resonador Magnetico Siemens,0,1,344,342,8.975342466
2015,6,CLHRE,Hospital Regional Dr. Rafael Estevez,Resonancia Magnetica,CLHRE.RM1,Resonador Magnetico Siemens,6,0,471,471,19.07258065
2017,1,PAHDI,Hospital 24 de Diciembre,Ultrasonido,PAHDI.US2,Ultrasonido GE Logic P5,0,0,13,13,3
2016,10,PAHDI,Hospital 24 de Diciembre,Ultrasonido,PAHDI.US2,Ultrasonido GE Logic P5,0,0,94,92,5.29787234
2016,12,PAHDI,Hospital 24 de Diciembre,Tomografía Computada,PAHDI.CT1,Tomografo GE Lightspeed,1,0,672,646,2.05465288
2017,7,PAHDI,Hospital 24 de Diciembre,Fluoroscopia,PAHDI.RF1,Fluoroscopio Shimadzu Fluorospeed,0,0,4,4,4.25
2017,9,PAHSJ,Hospital Dra. Susana Jones Cano,Fluoroscopia,PAHSJ.RF1,Fluorospeed Shimadzu,0,1,51,44,1.877192982
2014,9,PAHSJ,Hospital Dra. Susana Jones Cano,Ultrasonido,PAHSJ.US1,Ultrasonido Philips,0,0,199,178,14.94907407
2017,1,PAHSJ,Hospital Dra. Susana Jones Cano,Radiología Convencional,PAHSJ.RXP1,Rayos X Portatil Shimadzu,0,0,149,23,1.589403974
2015,9,PAHOT,Hospital de Especialidades Pediatricas,Radiología Convencional,PAHOT.RP1,RX PORTATIL 1,0,0,230,197,2.648305085
2016,7,PAHOT,Hospital de Especialidades Pediatricas,Fluoroscopia,PAHOT.RF1,Fluoroscopio Shimadzu,0,0,64,63,1.060606061
2014,11,PAHOT,Hospital de Especialidades Pediatricas,Radiología Convencional,PAHOT.RX2,RX CON FLUOROSCOPIA,0,0,1,1,1
2014,10,PAHOT,Hospital de Especialidades Pediatricas,Ultrasonido,PAHOT.US2,Ultrasonido Philips EPIQ 5G,1,2,628,617,3.8046875
2014,11,PAPMM,Policlínica Manuel Maria Valdes,Radiología Convencional,PAPMM.RX1,Rayos X Shimadzu,0,2,1453,664,5.09261745
2015,10,PAPMM,Policlínica Manuel Maria Valdes,Radiología Convencional,PAPMM.RX1,Rayos X Shimadzu,1,0,2734,1610,4.047088426
2015,3,PAPAG,Policlínica Dr. Alejandro de la Guardia,Mamografía,PAPAG.MG1,Mamografo Metaltronica,0,0,435,435,2.11011236
2015,5,PAPAG,Policlínica Dr. Alejandro de la Guardia,Radiología Convencional,PAPAG.MG1,Mamografo Metaltronica,0,0,45,45,1.413043478
2015,5,LSPMC,Policlínica Dr. Miguel Cárdenas Barahona,Radiología Convencional,LSPMC.DR1,Rayos X Shimadzu,0,0,510,498,1.354085603
2014,9,PAPMF,Policlínica Manuel Ferrer Valdes,Radiología Convencional,PAPMF.RX1,Rayos X Shimadzu,0,3,1970,1401,15.72150644
2016,6,PAPMF,Policlínica Manuel Ferrer Valdes,Ultrasonido,PAPMF.US1,Ultrasonido Philips,0,3,380,377,1.756476684
2017,6,PAPCV,Policlínica Dr. Carlos N. Brin,Radiología Convencional,PAPCV.RX1,Rayos X Shimadzu,0,0,831,826,3.345367028
2017,5,CHHRH,Hospital Regional Dr. Rafael Hernandez,Fluoroscopia,CHHRH.RF1,Fluoroscopio Toshiba Kalare,0,0,51,16,2.966666667
2015,5,CHHRH,Hospital Regional Dr. Rafael Hernandez,Tomografía Computada,CHHRH.CT1,Tomografo GE,0,0,969,421,7.236656596
2016,3,CHHRH,Hospital Regional Dr. Rafael Hernandez,Ultrasonido,CHHRH.US1,Ultrasonido Phillips y Toshiba,0,0,565,502,2.381270903
2015,7,CHHRH,Hospital Regional Dr. Rafael Hernandez,Ultrasonido,CHHRH.US1,Ultrasonido Phillips y Toshiba,1,0,599,521,1.440514469
2015,4,CHHRH,Hospital Regional Dr. Rafael Hernandez,Ultrasonido,CHHRH.US1,Ultrasonido Phillips y Toshiba,2,0,490,441,0.968253968
2016,11,CHHRH,Hospital Regional Dr. Rafael Hernandez,Radiología Convencional,CHHRH.RP2,Rayos X Portatil Shimadzu,0,0,508,1,0.998039216
2017,8,PAPAG,Policlínica Dr. Alejandro de la Guardia,Ultrasonido,PAPAG.US1,Ultrasonido Toshiba,0,0,664,664,1.448275862
